SMILES,CASRN,EXTERNALID,N,NAME,ARTICLEID,PUBMEDID,PAGE,TABLE,Papp(PAMPA)(qualitative),pH,UNIT {pH},Temperature,UNIT {Temperature},comment (chemical)
NC1=CC=C(C=C1)S(=O)(=O)NC=2N=C3C=CC=CC3=NC2,59-40-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1280,SULFAQUINOXALINE,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CS2,72-14-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1288,Sulfathiazole,A112528,30100533,-,-,low,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC=2ON=C(C2C)C,127-69-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1293,sulfisoxazole,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)CC1=C(C(=CC2=CC=C(C=C2)S(=O)C)C3=CC=C(F)C=C13)C,38194-50-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1303,Sulindac,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCC1OC(N2C=CC(=NC2=O)N)CC1,7481-89-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1307,zalcitabine,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NN2C(=CC=NC2=C1C#N)C3=CC=CC(=C3)N(C(=O)C)CC,151319-34-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1315,Zaleplon,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC=1C2=C(N=C3C=CC=CC13)CCCC2,321-64-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1319,Tacrine,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=C1C(=O)N(C(=O)N)C2=CC=C(Cl)C=C12)C=3SC=CC3,120210-48-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1324,Tenidap,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N1C(=O)N(C=2N=CN(C2C1=O)C)C,83-67-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1329,theobromine,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC2=C(N(C(=O)N(C2=O)C)C)N1,58-55-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1335,Theophylline,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC(=CS1)C2=NC3=CC=CC=C3N2,148-79-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1345,Thiabendazole,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)S(=O)(=O)C,15318-45-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1347,Thiamphenicol,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC=C2N(C3=CC(SCC)=CC=C3SC2=C1)CCCN4CCN(C)CC4,1420-55-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1355,THIETHYLPERAZINE,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC=C2N(C3=CC(SC)=CC=C3SC2=C1)CCC4N(C)CCCC4,50-52-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1359,Thioridazine,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1CN(CCC=C(C=2SC=CC2C)C=3SC=CC3C)CCC1,115103-54-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1369,Tiagabine,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(COC1=NSN=C1N2CCOCC2)CNC(C)(C)C,26839-75-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1371,Timolol,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C=1N=C(N(C1[N+]([O-])=O)CCS(=O)(=O)CC)C,19387-91-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1376,Tinidazole,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(C1=NCCN1)C2=C(Cl)C=CC3=NSN=C23,51322-75-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1386,tizanidine,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC(=CC(OC)=C1OC)C2=NN=C(C)C(C3=CC(OC)=C(OC)C=C23)CC,22345-47-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1388,Tofisopam,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(C(=O)NS(=O)(=O)C1=CC=C(C=C1)C)CCCC,64-77-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1399,tolbutamide,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC(=CC=C1C(=O)C(C)CN2CCCCC2)C,728-88-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1404,tolperisone,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1=CC=C(C=C1C(C2=CC=CC=C2)CCN(C(C)C)C(C)C)C,124937-51-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1409,Tolterodine,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1(C2=CC=CC(OC)=C2)CCCCC1CN(C)C,27203-92-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1413,tramadol,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CN2C(=O)N(N=C2C=C1)CCCN3CCN(C4=CC=CC(Cl)=C4)CC3,19794-93-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1420,Trazodone,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCC(=O)C1(O)C(O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,124-94-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1427,triamcinolone,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=NC=C(C(=N1)N)CC2=CC(OC)=C(OC)C(OC)=C2,738-70-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1435,Trimethoprim,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C=1NC2=CC=CC=C2C1C(=O)OC3CC4N(C)C(CC4)C3,89565-68-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1440,Tropisetron,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C(N(C(=O)CCCC)CC1=CC=C(C=C1)C2=CC=CC=C2C=3N=NNN3)C(C)C,137862-53-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1444,Valsartan,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1=C(C(=O)OC2=CC=CC=C12)C(C3=CC=CC=C3)CC(=O)C,81-81-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1448,Warfarin,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC(=CC(OC)=C1OC)CCN(C)CCCC(C#N)(C2=CC=C(OC)C(OC)=C2)C(C)C,52-53-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1458,Verapamil,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC=1C=CC=C2C=CC=NC12,148-24-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",4,8-HYDROXYQUINOLINE,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(COC1=CC=C(NC(=O)CCC)C=C1C(=O)C)CNC(C)C,37517-30-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",10,Acebutolol,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(C(=O)C)C1=CC=CC=C1,103-84-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",16,acetanilide,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C=CC1=NC(=CC=C1)C(=CCN2CCCC2)C3=CC=C(C=C3)C,87848-99-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",23,acrivastine,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC=1N=C(N=C2C=C(OC)C(OC)=CC12)N(C)CCCNC(=O)C3OCCC3,81403-80-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",25,alfuzosin,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC(=C(N1)CN2C(=O)C3=C(N(C4=CC=CC=C34)C)CC2)C,122852-42-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",30,alosetron,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=CC=C(N)C=C1O,65-49-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",38,Aminosalicylic acid,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1=CC=C(NC=2C=CN=C3C=C(Cl)C=CC23)C=C1CN(CC)CC,86-42-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",47,amodiaquine,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NS(=O)(=O)C1=CC2=C(NC(NS2(=O)=O)CC3=CC=CC=C3)C=C1C(F)(F)F,73-48-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",53,bendroflumethiazide,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)C(=O)OCC,94-09-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",58,Benzocaine,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(C1=NCCN1)C2=CC=C3N=CC=NC3=C2Br,59803-98-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",63,BRIMONIDINE,A112528,30100533,-,-,low,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1C(OC(C)C1O)N2C=C(F)C(=NC2=O)NC(=O)OCCCCC,154361-50-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",67,CAPECITABINE,A112528,30100533,-,-,low,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC(=CC=C1)N(CC2=CC=C(Cl)C=C2)CCN(C)C,59-32-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",75,Chloropyramine,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N1C(=O)OC2=CC=C(Cl)C=C12,95-25-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",79,Chlorzoxazone,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1(NC(=O)C2=CC=CC=C12)C3=CC=C(Cl)C(=C3)S(=O)(=O)N,77-36-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",84,Chlorthalidone,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
ON1C(C=C(C=C1C2CCCCC2)C)=O,29342-05-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",95,Ciclopirox,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC2=CC=CC=C2OC1=O,91-64-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",98,Coumarin,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C(=C1C2=CC=CC=C2C=CC3=CC=CC=C13)CCN(C)C,303-53-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",105,cyclobenzaprine,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC=C2C(=C1)C=CC3=CC=CC=C3C2=C4CCN(C)CC4,129-03-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",111,Cyproheptadine,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1=C(N(C=CC1=O)C)C,30652-11-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",115,deferiprone,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCCN(C1=NC(N2CCCCC2)=C3N=C(N=C(N4CCCCC4)C3=N1)N(CCO)CCO)CCO,58-32-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",124,dipyridamole,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC=C(C=C1)CN2CCC(CC3C(=O)C4=CC(OC)=C(OC)C=C4C3)CC2,120014-06-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",126,Donepezil,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=NC(NCC2=CC=C(F)C=C2)=CC=C1NC(=O)OCC,56995-20-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",137,Flupirtine,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1C=CC23C4=C(OC2C1)C(OC)=CC=C4CN(C)CC3,357-70-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",138,Galantamine,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(C(=O)C1=NN(C2=CC=CC=C12)C)C3CC4N(C)C(CCC4)C3,109889-09-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",147,granisetron,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1=CC(O)=C2C(=O)CC(OC2=C1)C3=CC=C(OC)C(O)=C3,520-33-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",154,Hesperetin,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,50-23-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",157,Hydrocortisone,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)CC1=CC=C2OCC3=CC=CC=C3C(=O)C2=C1,55453-87-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",163,Isoxepac,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=CN2C3=C(OCC2C)C(N4CCN(C)CC4)=C(F)C=C3C1=O,100986-85-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",170,levofloxacin,A112528,30100533,-,-,low,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(N=C(C#N)C#N)C1=CC=C(C=C1)C2=NNC(=O)CC2C,141505-33-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",179,Levosimendan,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC=C2N=C(N3CCN(C)CC3)C4=CC(Cl)=CC=C4OC2=C1,02/10/1977,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",182,Loxapine,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(C(=O)C)CCC1=CNC2=CC=C(OC)C=C12,73-31-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",189,Melatonin,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=C(C(=O)C2=CC=CC=C2C1=O)C,58-27-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",197,menadione,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(C(=O)C1N(C)CCCC1)C2=C(C=CC=C2C)C,96-88-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",201,Mepivacaine,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=NC(=CC(N)=[N+]1[O-])N2CCCCC2,38304-91-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",207,Minoxidil,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1=C2C(=O)OCC2=C(C(OC)=C1CC=C(C)CCC(=O)OCCN3CCOCC3)C,128794-94-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",215,Mycophenolate mofetil,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
